Order_ID,Date,Customer_ID,Menu_Item_ID,Menu_Item_Name,Category,Price,Quantity,Total_Price,Restaurant_Location,Payment_Method,Delivery_Status
157,2024-09-10 23:30:03,32,1,Bruschetta,Appetizer,5.38,2,10.76,Downtown,Online Payment,Delivered
158,2024-07-24 10:05:04,97,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Uptown,Online Payment,Delivered
158,2024-01-04 00:54:59,97,4,Cappuccino,Beverage,8.28,3,24.84,Uptown,Online Payment,Delivered
158,2024-09-16 08:56:10,97,1,Garlic Bread,Appetizer,14.59,1,14.59,Uptown,Credit Card,Delivered
159,2024-11-13 07:57:45,5,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Uptown,Online Payment,Delivered
159,2024-08-03 09:16:04,5,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Uptown,Credit Card,Picked Up
159,2024-04-26 06:24:43,5,1,Garlic Bread,Appetizer,14.59,3,43.77,Uptown,Online Payment,Picked Up
159,2024-09-14 15:13:51,5,4,Espresso,Beverage,5.45,1,5.45,Uptown,Online Payment,Picked Up
160,2024-02-10 05:29:46,35,2,Chicken Alfredo,Main Course,15.15,1,15.15,Downtown,Online Payment,Picked Up
161,2024-12-07 00:44:11,83,1,Garlic Bread,Appetizer,14.59,2,29.18,Uptown,Online Payment,Delivered
161,2024-02-22 03:41:02,83,2,Chicken Alfredo,Main Course,15.15,1,15.15,Uptown,Online Payment,Picked Up
162,2024-04-12 17:00:03,55,1,Bruschetta,Appetizer,5.38,1,5.38,Suburb,Cash,Picked Up
162,2024-02-14 19:52:23,55,3,Tiramisu,Dessert,18.38,2,36.76,Suburb,Cash,Delivered
162,2024-02-11 13:38:51,55,4,Limoncello,Beverage,12.58,2,25.16,Suburb,Credit Card,Delivered
163,2024-10-15 07:49:30,58,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Uptown,Credit Card,Picked Up
163,2024-08-02 20:25:05,58,4,Espresso,Beverage,5.45,3,16.35,Uptown,Cash,Delivered
163,2024-03-01 08:52:46,58,4,Cappuccino,Beverage,8.28,3,24.84,Uptown,Cash,Picked Up
164,2024-04-15 18:28:09,40,4,Cappuccino,Beverage,8.28,3,24.84,Downtown,Credit Card,Picked Up
164,2024-04-19 10:09:31,40,3,Gelato,Dessert,11.33,3,33.99,Downtown,Cash,Delivered
164,2024-08-22 21:25:21,40,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Downtown,Credit Card,Delivered
164,2024-03-22 19:12:38,40,1,Bruschetta,Appetizer,5.38,2,10.76,Downtown,Online Payment,Picked Up
165,2024-10-05 16:37:49,54,3,Panna Cotta,Dessert,6.3,3,18.9,Suburb,Credit Card,Picked Up
165,2024-05-13 03:52:33,54,3,Gelato,Dessert,11.33,1,11.33,Suburb,Online Payment,Delivered
165,2024-03-20 01:39:52,54,2,Margherita Pizza,Main Course,8.35,1,8.35,Suburb,Online Payment,Delivered
165,2024-09-23 23:56:15,54,4,Espresso,Beverage,5.45,3,16.35,Suburb,Online Payment,Delivered
165,2024-09-03 07:31:34,54,1,Bruschetta,Appetizer,5.38,1,5.38,Suburb,Credit Card,Picked Up
166,2024-11-27 05:43:25,15,4,Limoncello,Beverage,12.58,2,25.16,Suburb,Cash,Picked Up
166,2024-04-12 12:30:29,15,4,Espresso,Beverage,5.45,1,5.45,Suburb,Credit Card,Delivered
167,2024-07-15 06:45:13,66,4,Espresso,Beverage,5.45,3,16.35,Uptown,Credit Card,Delivered
167,2024-07-08 17:26:48,66,1,Garlic Bread,Appetizer,14.59,2,29.18,Uptown,Credit Card,Delivered
167,2024-04-07 12:37:10,66,3,Gelato,Dessert,11.33,3,33.99,Uptown,Cash,Delivered
167,2024-11-24 14:15:29,66,3,Panna Cotta,Dessert,6.3,1,6.3,Uptown,Credit Card,Picked Up
168,2024-01-20 17:28:48,90,1,Garlic Bread,Appetizer,14.59,2,29.18,Downtown,Cash,Delivered
168,2024-02-05 20:17:02,90,1,Bruschetta,Appetizer,5.38,3,16.14,Downtown,Online Payment,Picked Up
168,2024-09-03 07:57:34,90,3,Panna Cotta,Dessert,6.3,2,12.6,Downtown,Credit Card,Picked Up
168,2024-06-13 12:00:44,90,4,Limoncello,Beverage,12.58,2,25.16,Downtown,Credit Card,Delivered
168,2024-11-18 02:05:04,90,2,Spaghetti Carbonara,Main Course,16.05,3,48.15,Downtown,Online Payment,Delivered
169,2024-04-17 10:50:47,84,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Uptown,Credit Card,Delivered
170,2024-01-18 02:55:06,94,1,Garlic Bread,Appetizer,14.59,2,29.18,Downtown,Credit Card,Picked Up
171,2024-01-02 09:02:53,69,2,Margherita Pizza,Main Course,8.35,2,16.7,Uptown,Cash,Picked Up
171,2024-05-09 12:58:20,69,3,Panna Cotta,Dessert,6.3,1,6.3,Uptown,Online Payment,Delivered
172,2024-10-26 11:21:07,5,4,Espresso,Beverage,5.45,1,5.45,Suburb,Cash,Delivered
172,2024-02-20 19:19:39,5,1,Garlic Bread,Appetizer,14.59,2,29.18,Suburb,Online Payment,Delivered
172,2024-09-04 10:19:37,5,2,Margherita Pizza,Main Course,8.35,1,8.35,Suburb,Online Payment,Delivered
172,2024-04-11 17:36:00,5,4,Limoncello,Beverage,12.58,2,25.16,Suburb,Credit Card,Delivered
173,2024-03-03 18:03:11,70,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Downtown,Credit Card,Delivered
174,2024-10-14 20:46:22,94,4,Espresso,Beverage,5.45,1,5.45,Suburb,Credit Card,Delivered
174,2024-06-20 14:12:19,94,4,Limoncello,Beverage,12.58,3,37.74,Suburb,Online Payment,Delivered
174,2024-08-02 06:02:03,94,2,Chicken Alfredo,Main Course,15.15,2,30.3,Suburb,Credit Card,Picked Up
175,2024-10-01 01:17:50,8,4,Limoncello,Beverage,12.58,1,12.58,Suburb,Credit Card,Picked Up
175,2024-06-15 02:19:51,8,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Suburb,Credit Card,Picked Up
175,2024-08-05 20:01:51,8,3,Tiramisu,Dessert,18.38,2,36.76,Suburb,Cash,Picked Up
175,2024-01-04 18:07:41,8,3,Gelato,Dessert,11.33,2,22.66,Suburb,Cash,Picked Up
175,2024-02-13 10:44:24,8,3,Panna Cotta,Dessert,6.3,1,6.3,Suburb,Cash,Picked Up
176,2024-01-30 05:19:24,91,1,Garlic Bread,Appetizer,14.59,3,43.77,Downtown,Online Payment,Delivered
176,2024-09-25 08:46:10,91,3,Gelato,Dessert,11.33,2,22.66,Downtown,Cash,Picked Up
176,2024-02-27 21:17:11,91,3,Tiramisu,Dessert,18.38,1,18.38,Downtown,Credit Card,Delivered
176,2024-07-30 21:16:12,91,4,Espresso,Beverage,5.45,2,10.9,Downtown,Credit Card,Delivered
177,2024-01-14 23:48:23,69,1,Garlic Bread,Appetizer,14.59,2,29.18,Suburb,Online Payment,Delivered
177,2024-11-20 02:59:21,69,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Suburb,Cash,Delivered
178,2024-05-23 09:20:32,62,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Downtown,Online Payment,Delivered
178,2024-08-14 05:22:57,62,1,Garlic Bread,Appetizer,14.59,3,43.77,Downtown,Credit Card,Delivered
178,2024-08-02 13:54:25,62,2,Margherita Pizza,Main Course,8.35,3,25.05,Downtown,Online Payment,Delivered
179,2024-02-27 12:20:02,51,2,Chicken Alfredo,Main Course,15.15,2,30.3,Downtown,Credit Card,Picked Up
179,2024-06-15 21:54:09,51,2,Spaghetti Carbonara,Main Course,16.05,3,48.15,Downtown,Credit Card,Picked Up
179,2024-02-19 11:52:42,51,3,Tiramisu,Dessert,18.38,1,18.38,Downtown,Online Payment,Picked Up
179,2024-01-17 05:52:23,51,3,Panna Cotta,Dessert,6.3,2,12.6,Downtown,Cash,Picked Up
179,2024-04-29 17:10:33,51,4,Limoncello,Beverage,12.58,2,25.16,Downtown,Credit Card,Delivered
180,2024-05-21 14:47:54,73,1,Garlic Bread,Appetizer,14.59,3,43.77,Downtown,Online Payment,Picked Up
180,2024-11-05 04:23:51,73,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Downtown,Cash,Delivered
181,2024-11-30 06:19:46,43,4,Espresso,Beverage,5.45,3,16.35,Downtown,Online Payment,Picked Up
181,2024-01-16 11:50:49,43,2,Margherita Pizza,Main Course,8.35,2,16.7,Downtown,Credit Card,Picked Up
181,2024-05-18 23:01:25,43,3,Panna Cotta,Dessert,6.3,2,12.6,Downtown,Cash,Picked Up
181,2024-03-22 14:03:18,43,3,Gelato,Dessert,11.33,1,11.33,Downtown,Cash,Picked Up
182,2024-09-21 21:19:20,24,3,Gelato,Dessert,11.33,1,11.33,Suburb,Cash,Delivered
183,2024-04-06 21:47:08,98,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Downtown,Cash,Delivered
183,2024-09-16 00:16:11,98,4,Cappuccino,Beverage,8.28,1,8.28,Downtown,Online Payment,Picked Up
183,2024-02-09 22:06:21,98,2,Margherita Pizza,Main Course,8.35,2,16.7,Downtown,Cash,Picked Up
183,2024-05-17 08:31:25,98,1,Bruschetta,Appetizer,5.38,3,16.14,Downtown,Credit Card,Delivered
184,2024-10-29 23:12:37,1,3,Tiramisu,Dessert,18.38,3,55.14,Suburb,Credit Card,Delivered
184,2024-08-05 10:29:33,1,1,Garlic Bread,Appetizer,14.59,3,43.77,Suburb,Online Payment,Picked Up
184,2024-12-05 16:54:48,1,4,Cappuccino,Beverage,8.28,1,8.28,Suburb,Cash,Delivered
184,2024-06-06 19:42:42,1,3,Gelato,Dessert,11.33,3,33.99,Suburb,Cash,Delivered
184,2024-08-29 00:59:04,1,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Suburb,Online Payment,Picked Up
185,2024-10-18 01:38:15,46,1,Bruschetta,Appetizer,5.38,3,16.14,Uptown,Cash,Delivered
185,2024-03-01 00:32:29,46,2,Chicken Alfredo,Main Course,15.15,2,30.3,Uptown,Online Payment,Delivered
185,2024-04-01 22:33:06,46,3,Tiramisu,Dessert,18.38,3,55.14,Uptown,Online Payment,Delivered
185,2024-12-01 18:42:33,46,3,Panna Cotta,Dessert,6.3,1,6.3,Uptown,Credit Card,Picked Up
186,2024-03-04 02:37:34,49,1,Garlic Bread,Appetizer,14.59,1,14.59,Suburb,Credit Card,Picked Up
186,2024-11-06 15:29:14,49,4,Cappuccino,Beverage,8.28,3,24.84,Suburb,Credit Card,Delivered
186,2024-11-10 20:56:24,49,4,Limoncello,Beverage,12.58,3,37.74,Suburb,Cash,Delivered
186,2024-03-09 18:14:51,49,1,Stuffed Mushrooms,Appetizer,9.13,1,9.13,Suburb,Online Payment,Picked Up
187,2024-12-08 07:23:40,35,4,Cappuccino,Beverage,8.28,2,16.56,Downtown,Online Payment,Delivered
188,2024-06-09 02:51:44,23,2,Margherita Pizza,Main Course,8.35,3,25.05,Uptown,Cash,Picked Up
189,2024-01-10 15:01:32,10,4,Espresso,Beverage,5.45,3,16.35,Uptown,Credit Card,Picked Up
189,2024-03-10 15:45:45,10,2,Margherita Pizza,Main Course,8.35,2,16.7,Uptown,Online Payment,Delivered
190,2024-10-13 01:16:42,89,3,Gelato,Dessert,11.33,3,33.99,Suburb,Credit Card,Delivered
191,2024-05-09 00:11:34,13,1,Bruschetta,Appetizer,5.38,3,16.14,Uptown,Online Payment,Picked Up
191,2024-10-30 20:22:14,13,2,Chicken Alfredo,Main Course,15.15,2,30.3,Uptown,Cash,Picked Up
192,2024-06-08 21:26:41,58,2,Chicken Alfredo,Main Course,15.15,2,30.3,Uptown,Credit Card,Delivered
192,2024-11-07 13:22:24,58,3,Gelato,Dessert,11.33,3,33.99,Uptown,Online Payment,Picked Up
193,2024-09-17 03:59:13,11,2,Margherita Pizza,Main Course,8.35,2,16.7,Suburb,Cash,Picked Up
193,2024-12-01 13:39:37,11,1,Bruschetta,Appetizer,5.38,3,16.14,Suburb,Online Payment,Delivered
193,2024-10-12 11:13:58,11,4,Cappuccino,Beverage,8.28,3,24.84,Suburb,Credit Card,Picked Up
194,2024-11-10 20:43:52,47,1,Garlic Bread,Appetizer,14.59,2,29.18,Downtown,Credit Card,Picked Up
195,2024-04-06 09:05:10,98,1,Stuffed Mushrooms,Appetizer,9.13,1,9.13,Uptown,Cash,Picked Up
196,2024-04-13 14:48:34,58,3,Gelato,Dessert,11.33,2,22.66,Suburb,Online Payment,Delivered
196,2024-03-02 19:49:53,58,3,Tiramisu,Dessert,18.38,3,55.14,Suburb,Online Payment,Picked Up
196,2024-11-01 18:51:44,58,1,Bruschetta,Appetizer,5.38,2,10.76,Suburb,Cash,Picked Up
196,2024-09-29 08:23:11,58,1,Garlic Bread,Appetizer,14.59,2,29.18,Suburb,Credit Card,Delivered
196,2024-02-11 23:31:27,58,4,Espresso,Beverage,5.45,3,16.35,Suburb,Online Payment,Delivered
197,2024-05-28 13:32:50,74,4,Cappuccino,Beverage,8.28,1,8.28,Suburb,Cash,Picked Up
197,2024-12-04 17:11:01,74,3,Tiramisu,Dessert,18.38,2,36.76,Suburb,Credit Card,Picked Up
198,2024-01-16 00:56:22,19,3,Tiramisu,Dessert,18.38,2,36.76,Downtown,Credit Card,Picked Up
198,2024-11-29 10:40:08,19,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Downtown,Credit Card,Picked Up
199,2024-07-01 19:08:56,32,4,Espresso,Beverage,5.45,1,5.45,Suburb,Cash,Picked Up
199,2024-03-27 09:13:57,32,4,Limoncello,Beverage,12.58,1,12.58,Suburb,Credit Card,Picked Up
199,2024-03-18 12:09:12,32,2,Margherita Pizza,Main Course,8.35,3,25.05,Suburb,Credit Card,Picked Up
199,2024-11-13 03:08:19,32,3,Panna Cotta,Dessert,6.3,2,12.6,Suburb,Credit Card,Picked Up
200,2024-06-27 18:20:13,84,2,Spaghetti Carbonara,Main Course,16.05,3,48.15,Suburb,Online Payment,Delivered
200,2024-05-15 19:03:09,84,2,Chicken Alfredo,Main Course,15.15,2,30.3,Suburb,Credit Card,Delivered
201,2024-04-28 12:35:06,51,4,Limoncello,Beverage,12.58,3,37.74,Uptown,Cash,Picked Up
201,2024-11-14 15:57:12,51,4,Cappuccino,Beverage,8.28,2,16.56,Uptown,Credit Card,Picked Up
201,2024-11-04 21:09:26,51,3,Panna Cotta,Dessert,6.3,2,12.6,Uptown,Cash,Delivered
202,2024-12-04 09:19:09,76,4,Cappuccino,Beverage,8.28,1,8.28,Suburb,Online Payment,Picked Up
202,2024-03-29 09:20:37,76,3,Gelato,Dessert,11.33,3,33.99,Suburb,Cash,Picked Up
203,2024-03-27 13:47:53,38,3,Tiramisu,Dessert,18.38,3,55.14,Suburb,Credit Card,Delivered
204,2024-01-10 04:34:06,82,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Uptown,Online Payment,Picked Up
204,2024-09-13 07:57:18,82,4,Cappuccino,Beverage,8.28,2,16.56,Uptown,Cash,Picked Up
205,2024-03-16 00:06:00,77,3,Tiramisu,Dessert,18.38,2,36.76,Uptown,Online Payment,Delivered
205,2024-06-03 17:58:19,77,3,Gelato,Dessert,11.33,1,11.33,Uptown,Cash,Picked Up
205,2024-05-07 11:37:23,77,4,Cappuccino,Beverage,8.28,1,8.28,Uptown,Online Payment,Delivered
205,2024-04-18 04:46:07,77,4,Limoncello,Beverage,12.58,3,37.74,Uptown,Online Payment,Picked Up
205,2024-12-01 16:21:12,77,1,Garlic Bread,Appetizer,14.59,2,29.18,Uptown,Credit Card,Delivered
206,2024-01-27 23:02:53,2,2,Margherita Pizza,Main Course,8.35,3,25.05,Downtown,Online Payment,Delivered
206,2024-10-27 07:55:36,2,3,Gelato,Dessert,11.33,2,22.66,Downtown,Credit Card,Picked Up
206,2024-04-18 09:38:00,2,4,Cappuccino,Beverage,8.28,2,16.56,Downtown,Online Payment,Delivered
207,2024-05-16 08:55:08,45,1,Bruschetta,Appetizer,5.38,1,5.38,Downtown,Online Payment,Delivered
207,2024-09-06 03:02:35,45,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Downtown,Credit Card,Picked Up
207,2024-07-16 20:00:18,45,3,Tiramisu,Dessert,18.38,2,36.76,Downtown,Cash,Picked Up
207,2024-06-04 05:16:21,45,4,Limoncello,Beverage,12.58,2,25.16,Downtown,Credit Card,Delivered
208,2024-09-20 21:34:04,57,2,Chicken Alfredo,Main Course,15.15,3,45.45,Suburb,Cash,Delivered
208,2024-11-23 15:29:31,57,1,Bruschetta,Appetizer,5.38,2,10.76,Suburb,Online Payment,Delivered
208,2024-07-27 05:53:34,57,2,Spaghetti Carbonara,Main Course,16.05,3,48.15,Suburb,Cash,Delivered
208,2024-05-08 14:32:25,57,1,Garlic Bread,Appetizer,14.59,3,43.77,Suburb,Cash,Delivered
209,2024-01-11 17:15:20,43,3,Panna Cotta,Dessert,6.3,1,6.3,Suburb,Online Payment,Picked Up
209,2024-02-14 19:03:46,43,2,Margherita Pizza,Main Course,8.35,2,16.7,Suburb,Cash,Delivered
209,2024-12-06 14:35:25,43,3,Tiramisu,Dessert,18.38,2,36.76,Suburb,Online Payment,Picked Up
209,2024-04-11 10:42:07,43,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Suburb,Cash,Delivered
210,2024-03-10 08:22:21,27,4,Espresso,Beverage,5.45,1,5.45,Uptown,Online Payment,Delivered
211,2024-08-13 11:29:18,47,3,Panna Cotta,Dessert,6.3,2,12.6,Uptown,Online Payment,Picked Up
211,2024-04-13 02:19:33,47,1,Bruschetta,Appetizer,5.38,3,16.14,Uptown,Online Payment,Picked Up
212,2024-01-15 20:34:58,77,3,Tiramisu,Dessert,18.38,2,36.76,Uptown,Online Payment,Delivered
212,2024-02-12 02:23:05,77,4,Espresso,Beverage,5.45,3,16.35,Uptown,Online Payment,Picked Up
212,2024-08-19 16:26:49,77,1,Bruschetta,Appetizer,5.38,3,16.14,Uptown,Online Payment,Delivered
212,2024-06-17 18:25:40,77,2,Chicken Alfredo,Main Course,15.15,3,45.45,Uptown,Cash,Picked Up
212,2024-05-14 06:02:14,77,3,Gelato,Dessert,11.33,1,11.33,Uptown,Cash,Picked Up
213,2024-10-09 22:31:55,15,4,Limoncello,Beverage,12.58,2,25.16,Downtown,Credit Card,Delivered
213,2024-11-01 10:02:30,15,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Downtown,Credit Card,Picked Up
213,2024-05-01 19:41:04,15,3,Gelato,Dessert,11.33,1,11.33,Downtown,Credit Card,Delivered
214,2024-06-18 11:29:08,72,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Downtown,Online Payment,Delivered
214,2024-08-23 10:16:33,72,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Downtown,Cash,Picked Up
214,2024-07-17 14:48:30,72,4,Cappuccino,Beverage,8.28,1,8.28,Downtown,Cash,Picked Up
214,2024-02-14 21:53:48,72,2,Chicken Alfredo,Main Course,15.15,3,45.45,Downtown,Online Payment,Picked Up
215,2024-05-29 14:16:53,53,3,Tiramisu,Dessert,18.38,1,18.38,Suburb,Online Payment,Delivered
215,2024-08-11 22:11:24,53,3,Panna Cotta,Dessert,6.3,1,6.3,Suburb,Credit Card,Delivered
215,2024-03-14 19:39:45,53,4,Cappuccino,Beverage,8.28,2,16.56,Suburb,Cash,Picked Up
215,2024-04-08 22:11:09,53,1,Stuffed Mushrooms,Appetizer,9.13,1,9.13,Suburb,Credit Card,Picked Up
216,2024-01-18 05:42:44,71,4,Espresso,Beverage,5.45,1,5.45,Suburb,Credit Card,Picked Up
217,2024-10-02 06:21:27,70,3,Gelato,Dessert,11.33,3,33.99,Downtown,Online Payment,Delivered
217,2024-06-18 08:21:02,70,2,Margherita Pizza,Main Course,8.35,2,16.7,Downtown,Cash,Picked Up
217,2024-01-01 15:45:49,70,3,Tiramisu,Dessert,18.38,2,36.76,Downtown,Credit Card,Delivered
217,2024-07-20 22:00:31,70,1,Bruschetta,Appetizer,5.38,2,10.76,Downtown,Cash,Delivered
218,2024-11-09 05:13:34,27,4,Limoncello,Beverage,12.58,3,37.74,Suburb,Cash,Delivered
218,2024-07-28 02:44:10,27,2,Chicken Alfredo,Main Course,15.15,1,15.15,Suburb,Cash,Picked Up
218,2024-09-23 17:58:21,27,4,Espresso,Beverage,5.45,3,16.35,Suburb,Credit Card,Delivered
218,2024-10-06 09:34:24,27,3,Tiramisu,Dessert,18.38,2,36.76,Suburb,Online Payment,Picked Up
218,2024-10-15 03:28:33,27,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Suburb,Online Payment,Picked Up
219,2024-10-13 05:41:21,66,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Suburb,Cash,Picked Up
220,2024-09-17 10:42:38,84,2,Margherita Pizza,Main Course,8.35,3,25.05,Downtown,Credit Card,Delivered
220,2024-03-17 12:30:01,84,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Downtown,Credit Card,Picked Up
221,2024-05-21 10:47:24,19,4,Cappuccino,Beverage,8.28,2,16.56,Suburb,Cash,Delivered
221,2024-06-16 11:58:59,19,3,Tiramisu,Dessert,18.38,2,36.76,Suburb,Online Payment,Picked Up
221,2024-01-28 04:12:11,19,4,Limoncello,Beverage,12.58,3,37.74,Suburb,Credit Card,Picked Up
222,2024-09-14 23:08:38,63,1,Garlic Bread,Appetizer,14.59,3,43.77,Uptown,Credit Card,Delivered
222,2024-05-08 05:41:14,63,1,Bruschetta,Appetizer,5.38,2,10.76,Uptown,Cash,Picked Up
222,2024-08-30 00:13:45,63,3,Panna Cotta,Dessert,6.3,2,12.6,Uptown,Credit Card,Picked Up
222,2024-05-01 21:54:21,63,2,Chicken Alfredo,Main Course,15.15,2,30.3,Uptown,Online Payment,Delivered
222,2024-09-14 15:13:09,63,4,Cappuccino,Beverage,8.28,3,24.84,Uptown,Credit Card,Picked Up
223,2024-11-25 08:04:31,88,1,Bruschetta,Appetizer,5.38,3,16.14,Downtown,Credit Card,Delivered
224,2024-02-18 09:35:31,16,3,Panna Cotta,Dessert,6.3,3,18.9,Downtown,Cash,Picked Up
224,2024-10-06 12:35:45,16,1,Garlic Bread,Appetizer,14.59,1,14.59,Downtown,Credit Card,Delivered
224,2024-04-26 15:12:23,16,3,Tiramisu,Dessert,18.38,3,55.14,Downtown,Credit Card,Picked Up
224,2024-07-15 22:43:27,16,2,Margherita Pizza,Main Course,8.35,1,8.35,Downtown,Credit Card,Delivered
225,2024-04-30 02:44:31,7,4,Limoncello,Beverage,12.58,3,37.74,Uptown,Cash,Delivered
225,2024-09-15 23:53:32,7,2,Margherita Pizza,Main Course,8.35,1,8.35,Uptown,Cash,Picked Up
225,2024-06-07 14:29:52,7,3,Tiramisu,Dessert,18.38,1,18.38,Uptown,Cash,Delivered
226,2024-05-06 16:14:42,67,1,Garlic Bread,Appetizer,14.59,2,29.18,Suburb,Online Payment,Delivered
226,2024-06-05 06:38:36,67,4,Limoncello,Beverage,12.58,2,25.16,Suburb,Cash,Delivered
226,2024-09-27 18:27:12,67,2,Chicken Alfredo,Main Course,15.15,2,30.3,Suburb,Cash,Delivered
226,2024-04-24 19:42:22,67,1,Bruschetta,Appetizer,5.38,1,5.38,Suburb,Credit Card,Picked Up
227,2024-08-03 07:29:55,39,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Downtown,Online Payment,Delivered
227,2024-02-19 10:24:29,39,4,Cappuccino,Beverage,8.28,3,24.84,Downtown,Online Payment,Delivered
227,2024-03-15 12:04:45,39,4,Limoncello,Beverage,12.58,2,25.16,Downtown,Credit Card,Delivered
227,2024-06-12 06:50:37,39,1,Bruschetta,Appetizer,5.38,3,16.14,Downtown,Online Payment,Delivered
228,2024-09-15 05:35:29,53,2,Margherita Pizza,Main Course,8.35,1,8.35,Suburb,Online Payment,Picked Up
228,2024-05-27 05:53:24,53,1,Bruschetta,Appetizer,5.38,2,10.76,Suburb,Credit Card,Picked Up
228,2024-09-20 01:03:38,53,4,Cappuccino,Beverage,8.28,1,8.28,Suburb,Cash,Picked Up
228,2024-10-17 13:07:10,53,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Suburb,Cash,Delivered
229,2024-03-08 14:03:08,71,4,Limoncello,Beverage,12.58,1,12.58,Suburb,Online Payment,Delivered
229,2024-08-27 01:00:53,71,4,Espresso,Beverage,5.45,3,16.35,Suburb,Credit Card,Picked Up
229,2024-08-09 00:26:43,71,2,Spaghetti Carbonara,Main Course,16.05,3,48.15,Suburb,Cash,Delivered
229,2024-04-26 21:03:22,71,1,Garlic Bread,Appetizer,14.59,2,29.18,Suburb,Credit Card,Delivered
229,2024-06-06 16:53:41,71,4,Cappuccino,Beverage,8.28,1,8.28,Suburb,Credit Card,Delivered
230,2024-07-31 19:08:41,68,2,Chicken Alfredo,Main Course,15.15,3,45.45,Downtown,Credit Card,Picked Up
230,2024-11-19 18:52:54,68,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Downtown,Online Payment,Delivered
230,2024-01-01 03:47:01,68,3,Tiramisu,Dessert,18.38,2,36.76,Downtown,Cash,Delivered
231,2024-04-28 00:19:11,76,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Downtown,Cash,Delivered
232,2024-04-21 10:13:46,51,4,Cappuccino,Beverage,8.28,2,16.56,Suburb,Online Payment,Picked Up
232,2024-03-22 15:02:40,51,3,Gelato,Dessert,11.33,1,11.33,Suburb,Online Payment,Delivered
232,2024-06-15 22:50:52,51,3,Tiramisu,Dessert,18.38,2,36.76,Suburb,Cash,Picked Up
233,2024-11-01 03:48:11,11,1,Stuffed Mushrooms,Appetizer,9.13,2,18.26,Suburb,Credit Card,Delivered
233,2024-08-13 05:50:59,11,3,Gelato,Dessert,11.33,2,22.66,Suburb,Online Payment,Picked Up
234,2024-08-23 14:29:44,94,2,Margherita Pizza,Main Course,8.35,1,8.35,Downtown,Credit Card,Delivered
235,2024-09-11 06:17:55,59,1,Garlic Bread,Appetizer,14.59,3,43.77,Suburb,Cash,Delivered
235,2024-05-05 03:34:49,59,2,Spaghetti Carbonara,Main Course,16.05,1,16.05,Suburb,Credit Card,Picked Up
235,2024-06-29 14:00:14,59,1,Stuffed Mushrooms,Appetizer,9.13,3,27.39,Suburb,Online Payment,Picked Up
235,2024-06-20 13:44:38,59,1,Bruschetta,Appetizer,5.38,1,5.38,Suburb,Credit Card,Delivered
235,2024-06-20 17:13:40,59,4,Limoncello,Beverage,12.58,3,37.74,Suburb,Credit Card,Delivered
236,2024-09-19 09:18:08,99,3,Tiramisu,Dessert,18.38,1,18.38,Downtown,Credit Card,Delivered
236,2024-03-23 23:50:29,99,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Downtown,Credit Card,Picked Up
236,2024-07-17 12:29:13,99,3,Gelato,Dessert,11.33,1,11.33,Downtown,Credit Card,Delivered
237,2024-07-02 18:24:53,48,1,Bruschetta,Appetizer,5.38,1,5.38,Downtown,Online Payment,Delivered
237,2024-11-04 06:09:00,48,4,Espresso,Beverage,5.45,1,5.45,Downtown,Cash,Delivered
237,2024-11-05 03:29:18,48,4,Limoncello,Beverage,12.58,1,12.58,Downtown,Credit Card,Picked Up
238,2024-10-12 19:39:28,50,1,Garlic Bread,Appetizer,14.59,3,43.77,Downtown,Online Payment,Picked Up
238,2024-03-06 21:38:18,50,3,Gelato,Dessert,11.33,1,11.33,Downtown,Credit Card,Delivered
239,2024-09-12 20:56:02,54,2,Spaghetti Carbonara,Main Course,16.05,2,32.1,Suburb,Cash,Delivered
239,2024-02-02 22:21:06,54,1,Bruschetta,Appetizer,5.38,1,5.38,Suburb,Cash,Delivered
